Band,Capture,Channel,AppliedSignalScale,BandpassLowHz,BandpassHighHz,EstimatedLineF0Hz,RemovedHarmonicsHz,RemovedLineRmsV,LineFitFraction,RawRmsV,ProcessedRmsV,PeakAmplitudeV,ConservativeSlewDemandVPerS,SlewMarginToModel,SlewMarginToDataSheetMinimum
1kHzto10kHz_20ms_2.5ms_div,ALL0004_F0004,4,1,500,15000,NaN,,0,1,0.018326124321307,0.0112902757794601,0.1032144,6485.15201569357,663.053077182205,462.59517012712
5kHzto50kHz_4ms_500us_div,ALL0001_F0001,1,1,2500,75000,NaN,,0,1,1.14120321614689,1.15358885683514,1.634384,513456.87675447,8.37460786810382,5.84274967542127
5kHzto50kHz_4ms_500us_div,ALL0001_F0001,2,1,2500,75000,NaN,,0,1,1.04658516416773,1.03823882275238,2.461488,773299.261769943,5.56058981636433,3.87948126723093
5kHzto50kHz_4ms_500us_div,ALL0001_F0001,3,1,2500,75000,NaN,,0,1,0.358933811748071,0.364666361568458,1.089472,342267.723149178,12.5632646877598,8.76506838680913
5kHzto50kHz_4ms_500us_div,ALL0001_F0001,4,1,2500,75000,NaN,,0,1,0.0243593746520718,0.0155092215864977,0.0854784,26853.831348061,160.126126669463,111.715902327532
5kHzto50kHz_4ms_500us_div,ALL0002_F0002,1,1,2500,75000,NaN,,0,1,0.58637965345329,0.587023494964217,0.851504,267507.871090232,16.0742933749025,11.2146232848157
5kHzto50kHz_4ms_500us_div,ALL0002_F0002,2,1,2500,75000,NaN,,0,1,0.764752221269085,0.804048239052691,2.325008,730422.80523375,5.88700129457748,4.10721020551917
5kHzto50kHz_4ms_500us_div,ALL0002_F0002,3,1,2500,75000,NaN,,0,1,0.227085777349794,0.221604320064224,0.6989888,219593.807902154,19.5816086121881,13.6615874038521
5kHzto50kHz_4ms_500us_div,ALL0002_F0002,4,1,2500,75000,NaN,,0,1,0.0192193548278812,0.0105850318114848,0.0991,31133.1831970749,138.116297738678,96.3602077246591
20kHzto200kHz_1ms_100us_div,ALL0000_F0000,1,1,10000,300000,NaN,,0,1,1.12468878778798,1.12409829213253,1.643568,2065368.46179011,2.08195296846601,1.45252532683675
20kHzto200kHz_1ms_100us_div,ALL0000_F0000,2,1,10000,300000,NaN,,0,1,0.0436320056032266,0.0314891881388828,0.1381552,173610.944550091,24.7680237622308,17.2800165783006
20kHzto200kHz_1ms_100us_div,ALL0000_F0000,3,1,10000,300000,NaN,,0,1,0.0365725958520858,0.0378871632559858,0.1540208,193548.245512009,22.2166829186431,15.5000113385882
20kHzto200kHz_1ms_100us_div,ALL0000_F0000,4,1,10000,300000,NaN,,0,1,0.0195414733692217,0.0161220061578425,0.0928816,116718.460885466,36.8407873731261,25.7028749114833
