Band,Capture,Channel,AppliedSignalScale,BandpassLowHz,BandpassHighHz,EstimatedLineF0Hz,RemovedHarmonicsHz,RemovedLineRmsV,LineFitFraction,RawRmsV,ProcessedRmsV,PeakAmplitudeV,ConservativeSlewDemandVPerS,SlewMarginToModel,SlewMarginToDataSheetMinimum
10Hzto100Hz_2s_250ms_div,Osciloscopio_ALL0000_F0000,3,1,5,150,49.115,49.12;98.23;147.3,0.00311620609903714,0.976933333333333,0.109669169122411,0.10453871456025,0.464312,291.735833634717,14739.3617932586,10283.2756697153
10Hzto100Hz_2s_250ms_div,Osciloscopio_ALL0000_F0000,4,1,5,150,49.115,49.12;98.23;147.3,0.0207736912052401,0.976933333333333,0.542740208114343,0.538284507237446,1.000864,628.861397928499,6837.75473286231,4770.52655781091
10Hzto100Hz_2s_250ms_div,Osciloscopio_calibracion_2026-07-21_ALL0001_F0001,1,1,5,150,48.08,48.08;96.16;144.2,0.0385076145330557,0.974,1.0456420372881,1.0451643458859,1.532816,963.096696980979,4464.76455944582,3114.95201821801
10Hzto100Hz_2s_250ms_div,Osciloscopio_calibracion_2026-07-21_ALL0001_F0001,2,1,5,150,48.08,48.08;96.16;144.2,0.0399472542687514,0.974,1.13603638657219,1.13517837458492,1.672128,1050.62900813236,4092.78628965695,2855.4322951095
10Hzto100Hz_2s_250ms_div,Osciloscopio_calibracion_2026-07-21_ALL0001_F0001,3,1,5,150,48.08,48.08;96.16;144.2,0.0101078626200666,0.974,0.290735658198027,0.289974073394229,0.4571904,287.261200386356,14968.9550632548,10443.4570208755
10Hzto100Hz_2s_250ms_div,Osciloscopio_calibracion_2026-07-21_ALL0001_F0001,4,1,5,150,48.08,48.08;96.16;144.2,0.0526727701781949,0.974,1.45915083031193,1.45489460744468,2.18488,1372.80059139505,3132.28303291325,2185.31374389296
10Hzto100Hz_2s_250ms_div,Osciloscopio_calibracion_2026-07-21_ALL0002_F0002,1,1,5,150,49.8,49.8;99.6;149.4,0.040285006639457,0.9788,1.15612526391218,1.16258990578638,1.681488,1056.51006957988,4070.00380196082,2839.53753625174
10Hzto100Hz_2s_250ms_div,Osciloscopio_calibracion_2026-07-21_ALL0002_F0002,2,1,5,150,49.8,49.8;99.6;149.4,0.0435688037088667,0.9788,1.25626731412705,1.26457604490243,1.873616,1177.22765224966,3652.64950392797,2548.36011901951
10Hzto100Hz_2s_250ms_div,Osciloscopio_calibracion_2026-07-21_ALL0002_F0002,3,1,5,150,49.8,49.8;99.6;149.4,0.0118234836633869,0.9788,0.321220874623303,0.32286755759242,0.5213568,327.578138555817,13126.6390942853,9158.1202983386
10Hzto100Hz_2s_250ms_div,Osciloscopio_calibracion_2026-07-21_ALL0002_F0002,4,1,5,150,49.8,49.8;99.6;149.4,0.0686577835255704,0.9788,1.60357569498169,1.61454045968546,2.399408,1507.59250915292,2852.22961370117,1989.92763746593
10Hzto100Hz_2s_250ms_div,Osciloscopio_calibracion_2026-07-21_ALL0003_F0003,1,1,5,150,49.575,49.57;99.15;148.7,0.0475994925659547,0.978,1.26936927496454,1.26663966563766,1.843424,1158.25745917022,3712.47339350659,2590.09771639995
10Hzto100Hz_2s_250ms_div,Osciloscopio_calibracion_2026-07-21_ALL0003_F0003,2,1,5,150,49.575,49.57;99.15;148.7,0.0485022666847699,0.978,1.2845575736416,1.28145581482836,1.9076,1198.58042919758,3587.57735004797,2502.96094189393
10Hzto100Hz_2s_250ms_div,Osciloscopio_calibracion_2026-07-21_ALL0003_F0003,3,1,5,150,49.575,49.57;99.15;148.7,0.0134160348587257,0.978,0.355546782429542,0.354808977238603,0.580752,364.897243351516,11784.1394484246,8221.49263843579
10Hzto100Hz_2s_250ms_div,Osciloscopio_calibracion_2026-07-21_ALL0003_F0003,4,1,5,150,49.575,49.57;99.15;148.7,0.0631222299925425,0.978,1.7480949681479,1.74649012289733,2.546656,1600.11115616407,2687.31330535082,1874.86974791918
50Hzto500Hz_400ms_50ms_div,XD_ALL0000_F0000,1,1,25,750,50,50;100;150;200;250;300;350;400;450;500;550;600,0.104376681054953,0.936766666666667,1.13735201516505,1.15115008426841,1.70056,5342.46680298866,804.871636749247,561.538351220405
50Hzto500Hz_400ms_50ms_div,XD_ALL0000_F0000,2,1,25,750,50,50;100;150;200;250;300;350;400;450;500;550;600,0.112750233658664,0.936766666666667,1.24790824442184,1.25731939782895,1.842752,5789.1761455879,742.765445697685,518.208450486757
50Hzto500Hz_400ms_50ms_div,XD_ALL0000_F0000,3,1,25,750,50,50;100;150;200;250;300;350;400;450;500;550;600,0.00621065236840881,0.936766666666667,0.0496111371431859,0.0481135138668151,0.1592056,500.159143370355,8597.26360498814,5998.09088720103
50Hzto500Hz_400ms_50ms_div,XD_ALL0000_F0000,4,1,25,750,50,50;100;150;200;250;300;350;400;450;500;550;600,0.0197808838212539,0.936766666666667,0.198324291361396,0.199429307906963,0.508416,1597.23597056751,2692.15073992616,1878.24470227407
50Hzto500Hz_400ms_50ms_div,XD_ALL0001_F0001,1,1,25,750,50,50;100;150;200;250;300;350;400;450;500;550;600,0.10742414038113,0.936766666666667,1.13697324788229,1.16075524504203,1.66744,5238.41725430176,820.858627950811,572.692066012194
50Hzto500Hz_400ms_50ms_div,XD_ALL0001_F0001,2,1,25,750,50,50;100;150;200;250;300;350;400;450;500;550;600,0.116149338755548,0.936766666666667,1.24800869114922,1.27323369007392,1.857104,5834.26428335222,737.025234230447,514.203651788684
50Hzto500Hz_400ms_50ms_div,XD_ALL0001_F0001,3,1,25,750,50,50;100;150;200;250;300;350;400;450;500;550;600,0.00580954843643054,0.936766666666667,0.0492817707409139,0.047800637487136,0.1329208,417.583008789278,10297.3538422151,7184.20035503376
